review_id,helpful_votes,rank,dataset_mean,dataset_median,dataset_mode,dataset_min,dataset_max
49,25,235,23.464000,23.5,15,0,47
162,25,235,23.464000,23.5,15,0,47
347,25,235,23.464000,23.5,15,0,47
464,25,235,23.464000,23.5,15,0,47
484,25,235,23.464000,23.5,15,0,47
47,24,241,23.464000,23.5,15,0,47
192,24,241,23.464000,23.5,15,0,47
240,24,241,23.464000,23.5,15,0,47
280,24,241,23.464000,23.5,15,0,47
333,24,241,23.464000,23.5,15,0,47
344,24,241,23.464000,23.5,15,0,47
349,24,241,23.464000,23.5,15,0,47
378,24,241,23.464000,23.5,15,0,47
430,24,241,23.464000,23.5,15,0,47
487,24,241,23.464000,23.5,15,0,47
7,23,251,23.464000,23.5,15,0,47
77,23,251,23.464000,23.5,15,0,47
132,23,251,23.464000,23.5,15,0,47
137,23,251,23.464000,23.5,15,0,47
186,23,251,23.464000,23.5,15,0,47
215,23,251,23.464000,23.5,15,0,47
233,23,251,23.464000,23.5,15,0,47
239,23,251,23.464000,23.5,15,0,47
379,23,251,23.464000,23.5,15,0,47
389,23,251,23.464000,23.5,15,0,47
106,22,261,23.464000,23.5,15,0,47
143,22,261,23.464000,23.5,15,0,47
169,22,261,23.464000,23.5,15,0,47
204,22,261,23.464000,23.5,15,0,47
226,22,261,23.464000,23.5,15,0,47
414,22,261,23.464000,23.5,15,0,47
3,21,267,23.464000,23.5,15,0,47
71,21,267,23.464000,23.5,15,0,47
85,21,267,23.464000,23.5,15,0,47
146,21,267,23.464000,23.5,15,0,47
163,21,267,23.464000,23.5,15,0,47
184,21,267,23.464000,23.5,15,0,47
241,21,267,23.464000,23.5,15,0,47
244,21,267,23.464000,23.5,15,0,47
263,21,267,23.464000,23.5,15,0,47
327,21,267,23.464000,23.5,15,0,47
366,21,267,23.464000,23.5,15,0,47
397,21,267,23.464000,23.5,15,0,47
433,21,267,23.464000,23.5,15,0,47
54,20,280,23.464000,23.5,15,0,47
124,20,280,23.464000,23.5,15,0,47
207,20,280,23.464000,23.5,15,0,47
235,20,280,23.464000,23.5,15,0,47
266,20,280,23.464000,23.5,15,0,47
267,20,280,23.464000,23.5,15,0,47
287,20,280,23.464000,23.5,15,0,47
320,20,280,23.464000,23.5,15,0,47
446,20,280,23.464000,23.5,15,0,47
480,20,280,23.464000,23.5,15,0,47
48,19,290,23.464000,23.5,15,0,47
57,19,290,23.464000,23.5,15,0,47
78,19,290,23.464000,23.5,15,0,47
128,19,290,23.464000,23.5,15,0,47
291,19,290,23.464000,23.5,15,0,47
328,19,290,23.464000,23.5,15,0,47
377,19,290,23.464000,23.5,15,0,47
394,19,290,23.464000,23.5,15,0,47
423,19,290,23.464000,23.5,15,0,47
425,19,290,23.464000,23.5,15,0,47
482,19,290,23.464000,23.5,15,0,47
30,18,301,23.464000,23.5,15,0,47
110,18,301,23.464000,23.5,15,0,47
127,18,301,23.464000,23.5,15,0,47
130,18,301,23.464000,23.5,15,0,47
153,18,301,23.464000,23.5,15,0,47
199,18,301,23.464000,23.5,15,0,47
254,18,301,23.464000,23.5,15,0,47
255,18,301,23.464000,23.5,15,0,47
323,18,301,23.464000,23.5,15,0,47
437,18,301,23.464000,23.5,15,0,47
83,17,311,23.464000,23.5,15,0,47
105,17,311,23.464000,23.5,15,0,47
213,17,311,23.464000,23.5,15,0,47
268,17,311,23.464000,23.5,15,0,47
283,17,311,23.464000,23.5,15,0,47
359,17,311,23.464000,23.5,15,0,47
365,17,311,23.464000,23.5,15,0,47
411,17,311,23.464000,23.5,15,0,47
415,17,311,23.464000,23.5,15,0,47
463,17,311,23.464000,23.5,15,0,47
35,16,321,23.464000,23.5,15,0,47
39,16,321,23.464000,23.5,15,0,47
74,16,321,23.464000,23.5,15,0,47
89,16,321,23.464000,23.5,15,0,47
103,16,321,23.464000,23.5,15,0,47
131,16,321,23.464000,23.5,15,0,47
193,16,321,23.464000,23.5,15,0,47
308,16,321,23.464000,23.5,15,0,47
326,16,321,23.464000,23.5,15,0,47
466,16,321,23.464000,23.5,15,0,47
18,15,331,23.464000,23.5,15,0,47
33,15,331,23.464000,23.5,15,0,47
37,15,331,23.464000,23.5,15,0,47
45,15,331,23.464000,23.5,15,0,47
67,15,331,23.464000,23.5,15,0,47
95,15,331,23.464000,23.5,15,0,47
113,15,331,23.464000,23.5,15,0,47
252,15,331,23.464000,23.5,15,0,47
257,15,331,23.464000,23.5,15,0,47
284,15,331,23.464000,23.5,15,0,47
285,15,331,23.464000,23.5,15,0,47
297,15,331,23.464000,23.5,15,0,47
356,15,331,23.464000,23.5,15,0,47
357,15,331,23.464000,23.5,15,0,47
361,15,331,23.464000,23.5,15,0,47
376,15,331,23.464000,23.5,15,0,47
396,15,331,23.464000,23.5,15,0,47
401,15,331,23.464000,23.5,15,0,47
457,15,331,23.464000,23.5,15,0,47
6,14,350,23.464000,23.5,15,0,47
75,14,350,23.464000,23.5,15,0,47
195,14,350,23.464000,23.5,15,0,47
221,14,350,23.464000,23.5,15,0,47
299,14,350,23.464000,23.5,15,0,47
318,14,350,23.464000,23.5,15,0,47
417,14,350,23.464000,23.5,15,0,47
442,14,350,23.464000,23.5,15,0,47
453,14,350,23.464000,23.5,15,0,47
461,14,350,23.464000,23.5,15,0,47
167,13,360,23.464000,23.5,15,0,47
237,13,360,23.464000,23.5,15,0,47
374,13,360,23.464000,23.5,15,0,47
381,13,360,23.464000,23.5,15,0,47
429,13,360,23.464000,23.5,15,0,47
435,13,360,23.464000,23.5,15,0,47
445,13,360,23.464000,23.5,15,0,47
2,12,367,23.464000,23.5,15,0,47
60,12,367,23.464000,23.5,15,0,47
90,12,367,23.464000,23.5,15,0,47
91,12,367,23.464000,23.5,15,0,47
256,12,367,23.464000,23.5,15,0,47
402,12,367,23.464000,23.5,15,0,47
51,11,373,23.464000,23.5,15,0,47
63,11,373,23.464000,23.5,15,0,47
73,11,373,23.464000,23.5,15,0,47
82,11,373,23.464000,23.5,15,0,47
125,11,373,23.464000,23.5,15,0,47
148,11,373,23.464000,23.5,15,0,47
161,11,373,23.464000,23.5,15,0,47
189,11,373,23.464000,23.5,15,0,47
251,11,373,23.464000,23.5,15,0,47
314,11,373,23.464000,23.5,15,0,47
393,11,373,23.464000,23.5,15,0,47
440,11,373,23.464000,23.5,15,0,47
471,11,373,23.464000,23.5,15,0,47
32,10,386,23.464000,23.5,15,0,47
98,10,386,23.464000,23.5,15,0,47
182,10,386,23.464000,23.5,15,0,47
212,10,386,23.464000,23.5,15,0,47
214,10,386,23.464000,23.5,15,0,47
302,10,386,23.464000,23.5,15,0,47
315,10,386,23.464000,23.5,15,0,47
342,10,386,23.464000,23.5,15,0,47
373,10,386,23.464000,23.5,15,0,47
386,10,386,23.464000,23.5,15,0,47
404,10,386,23.464000,23.5,15,0,47
434,10,386,23.464000,23.5,15,0,47
478,10,386,23.464000,23.5,15,0,47
491,10,386,23.464000,23.5,15,0,47
43,9,400,23.464000,23.5,15,0,47
76,9,400,23.464000,23.5,15,0,47
112,9,400,23.464000,23.5,15,0,47
159,9,400,23.464000,23.5,15,0,47
164,9,400,23.464000,23.5,15,0,47
228,9,400,23.464000,23.5,15,0,47
274,9,400,23.464000,23.5,15,0,47
325,9,400,23.464000,23.5,15,0,47
19,8,408,23.464000,23.5,15,0,47
27,8,408,23.464000,23.5,15,0,47
92,8,408,23.464000,23.5,15,0,47
152,8,408,23.464000,23.5,15,0,47
227,8,408,23.464000,23.5,15,0,47
271,8,408,23.464000,23.5,15,0,47
286,8,408,23.464000,23.5,15,0,47
400,8,408,23.464000,23.5,15,0,47
407,8,408,23.464000,23.5,15,0,47
476,8,408,23.464000,23.5,15,0,47
94,7,418,23.464000,23.5,15,0,47
147,7,418,23.464000,23.5,15,0,47
194,7,418,23.464000,23.5,15,0,47
225,7,418,23.464000,23.5,15,0,47
264,7,418,23.464000,23.5,15,0,47
330,7,418,23.464000,23.5,15,0,47
422,7,418,23.464000,23.5,15,0,47
448,7,418,23.464000,23.5,15,0,47
498,7,418,23.464000,23.5,15,0,47
25,6,427,23.464000,23.5,15,0,47
28,6,427,23.464000,23.5,15,0,47
93,6,427,23.464000,23.5,15,0,47
119,6,427,23.464000,23.5,15,0,47
123,6,427,23.464000,23.5,15,0,47
141,6,427,23.464000,23.5,15,0,47
174,6,427,23.464000,23.5,15,0,47
258,6,427,23.464000,23.5,15,0,47
321,6,427,23.464000,23.5,15,0,47
335,6,427,23.464000,23.5,15,0,47
339,6,427,23.464000,23.5,15,0,47
360,6,427,23.464000,23.5,15,0,47
372,6,427,23.464000,23.5,15,0,47
416,6,427,23.464000,23.5,15,0,47
436,6,427,23.464000,23.5,15,0,47
449,6,427,23.464000,23.5,15,0,47
5,5,443,23.464000,23.5,15,0,47
12,5,443,23.464000,23.5,15,0,47
144,5,443,23.464000,23.5,15,0,47
196,5,443,23.464000,23.5,15,0,47
198,5,443,23.464000,23.5,15,0,47
275,5,443,23.464000,23.5,15,0,47
311,5,443,23.464000,23.5,15,0,47
439,5,443,23.464000,23.5,15,0,47
492,5,443,23.464000,23.5,15,0,47
36,4,452,23.464000,23.5,15,0,47
61,4,452,23.464000,23.5,15,0,47
68,4,452,23.464000,23.5,15,0,47
99,4,452,23.464000,23.5,15,0,47
114,4,452,23.464000,23.5,15,0,47
138,4,452,23.464000,23.5,15,0,47
145,4,452,23.464000,23.5,15,0,47
156,4,452,23.464000,23.5,15,0,47
175,4,452,23.464000,23.5,15,0,47
277,4,452,23.464000,23.5,15,0,47
409,4,452,23.464000,23.5,15,0,47
23,3,463,23.464000,23.5,15,0,47
157,3,463,23.464000,23.5,15,0,47
178,3,463,23.464000,23.5,15,0,47
234,3,463,23.464000,23.5,15,0,47
294,3,463,23.464000,23.5,15,0,47
351,3,463,23.464000,23.5,15,0,47
441,3,463,23.464000,23.5,15,0,47
467,3,463,23.464000,23.5,15,0,47
9,2,471,23.464000,23.5,15,0,47
80,2,471,23.464000,23.5,15,0,47
122,2,471,23.464000,23.5,15,0,47
197,2,471,23.464000,23.5,15,0,47
229,2,471,23.464000,23.5,15,0,47
242,2,471,23.464000,23.5,15,0,47
248,2,471,23.464000,23.5,15,0,47
310,2,471,23.464000,23.5,15,0,47
355,2,471,23.464000,23.5,15,0,47
426,2,471,23.464000,23.5,15,0,47
451,2,471,23.464000,23.5,15,0,47
494,2,471,23.464000,23.5,15,0,47
495,2,471,23.464000,23.5,15,0,47
217,1,484,23.464000,23.5,15,0,47
322,1,484,23.464000,23.5,15,0,47
331,1,484,23.464000,23.5,15,0,47
341,1,484,23.464000,23.5,15,0,47
387,1,484,23.464000,23.5,15,0,47
432,1,484,23.464000,23.5,15,0,47
452,1,484,23.464000,23.5,15,0,47
460,1,484,23.464000,23.5,15,0,47
15,0,492,23.464000,23.5,15,0,47
41,0,492,23.464000,23.5,15,0,47
53,0,492,23.464000,23.5,15,0,47
108,0,492,23.464000,23.5,15,0,47
306,0,492,23.464000,23.5,15,0,47
367,0,492,23.464000,23.5,15,0,47
390,0,492,23.464000,23.5,15,0,47
462,0,492,23.464000,23.5,15,0,47
488,0,492,23.464000,23.5,15,0,47
